Data_Point,Date_Time,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),ACR(Ohm),dV/dt(V/s),Internal_Resistance(Ohm),dQ/dV(Ah/V),dV/dQ(V/Ah),MetaCode_MV_UD1,MetaCode_MV_UD2,MetaCode_MV_UD3,MetaCode_MV_UD4,MetaCode_MV_UD5,MetaCode_MV_UD6,MetaCode_MV_UD7,MetaCode_MV_UD8,MetaCode_MV_UD9,MetaCode_MV_UD10,MetaCode_MV_UD11,MetaCode_MV_UD12,MetaCode_MV_UD13,MetaCode_MV_UD14,MetaCode_MV_UD15,MetaCode_MV_UD16,Aux_Temperature_1(C),Aux_dT/dt_1(C),Aux_Temperature_2(C),Aux_dT/dt_2(C),Aux_Temperature_3(C),Aux_dT/dt_3(C)
3081,2021/06/20 22:32:01,45956.653,7.7501,1,17,3,0,0,0,1.78933,4.109659,7.35353613847,2.741478,3.157787,20.59745,11.74363,,,,,,,,,,,,,,,,,,,,,,34.95954,-0.1267266,35,0,35.12046,-0.08301258
3082,2021/06/20 22:32:02,45956.9042,8.0013,1,17,3,0,0,0,1.789162,4.109737,7.352985270394,2.741603,3.157787,20.59796,11.74363,,,,,,,,,,,,,,,,,,,,,,34.95954,-0.1267266,35,0,35.12046,-0.08301258
3083,2021/06/20 22:32:02,45957.1537,8.2508,1,17,3,0,0,0,1.789024,4.110042,7.352963779008,2.741727,3.157787,20.59847,11.74363,,,,,,,,,,,,,,,,,,,,,,34.95954,-0.1267266,35,0,35.12046,-0.08301258
3084,2021/06/20 22:32:02,45957.4042,8.5013,1,17,3,0,0,0,1.788795,4.110416,7.35269158872,2.741851,3.157787,20.59898,11.74363,,,,,,,,,,,,,,,,,,,,,,34.82104,-0.04328012,35,0,34.80712,-0.09791732
3085,2021/06/20 22:32:02,45957.6537,8.7508,1,17,3,0,0,0,1.788742,4.110663,7.352915555946,2.741975,3.157787,20.59949,11.74363,,,,,,,,,,,,,,,,,,,,,,34.82104,-0.04328012,35,0,34.80712,-0.09791732
3086,2021/06/20 22:32:03,45957.9042,9.0013,1,17,3,0,0,0,1.788765,4.110746,7.35315856869,2.7421,3.157787,20.6,11.74363,,0.00119825999718159,,,,,,,,,,,,,,,,,,,,34.82104,-0.04328012,35,0,34.80712,-0.09791732
3087,2021/06/20 22:32:03,45958.1538,9.2509,1,17,3,0,0,0,1.788834,4.111155,7.35417384327,2.742224,3.157787,20.60051,11.74363,,,,,,,,,,,,,,,,,,,,,,35.03162,-0.04328012,35,0,34.8848,-0.09791732
3088,2021/06/20 22:32:03,45958.4042,9.5013,1,17,3,0,0,0,1.789009,4.1112,7.3549738008,2.742348,3.157787,20.60102,11.74363,,,,,,,,,,,,,,,,,,,,,,35.03162,-0.04328012,35,0,34.8848,-0.09791732
3089,2021/06/20 22:32:03,45958.6538,9.7509,1,17,3,0,0,0,1.788956,4.11167,7.35559671652,2.742472,3.157787,20.60153,11.74363,,,,,,,,,,,,,,,,,,,,,,35.03162,-0.04328012,35,0,34.8848,-0.09791732
3090,2021/06/20 22:32:04,45958.9043,10.0014,1,17,3,0,0,0,1.789085,4.111918,7.35657081503,2.742596,3.157787,20.60204,11.74363,,0.00119501305744052,,,,,,,,,,,,,,,,,,,,35.2697,0.1402056,35,0,35.17189,0.1139915
3091,2021/06/20 22:32:04,45958.9054,10.0025,1,17,3,0,0,0,1.789085,4.111918,7.35657081503,2.742596,3.157787,20.60204,11.74363,,0.00119501305744052,0.0205025393515825,0.339180201292038,6.2255859375,,,,,,,,,,,,,,,,,35.2697,0.1402056,35,0,35.17189,0.1139915
3092,2021/06/20 22:32:05,45959.9483,1.0012,1,18,3,0,0,0,0,4.076361,0,2.742599,3.157787,20.60205,11.74363,,-0.00510575622320175,,,,,,,,,,,,,,,,,,,,35.36792,0.03069282,35,0,35.4239,0.07875085
3093,2021/06/20 22:32:06,45960.9475,2.0004,1,18,3,0,0,0,0,4.074926,0,2.742599,3.157787,20.60205,11.74363,,-0.00184343801811337,,,,,,,,,,,,,,,,,,,,34.94122,-0.1333451,35,0,35.07417,-0.1092899
3094,2021/06/20 22:32:07,45961.9484,3.0013,1,18,3,0,0,0,0,4.074252,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,34.96707,0.008078814,35,0,34.91817,-0.04875064
3095,2021/06/20 22:32:08,45962.9484,4.0013,1,18,3,0,0,0,0,4.07343,0,2.742599,3.157787,20.60205,11.74363,,-0.000799509114585817,,,,,,,,,,,,,,,,,,,,35.14423,0.008078814,35,0,34.94847,-0.04875064
3096,2021/06/20 22:32:09,45963.9475,5.0004,1,18,3,0,0,0,0,4.073087,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,35.35197,0.004541874,35,0,35.38,0.05696774
3097,2021/06/20 22:32:10,45964.9483,6.0012,1,18,3,0,0,0,0,4.072748,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,35.23603,0.004541874,35,0,35.38288,0.05696774
3098,2021/06/20 22:32:11,45965.9482,7.0011,1,18,3,0,0,0,0,4.072563,0,2.742599,3.157787,20.60205,11.74363,,-0.000548539275769144,,,,,,,,,,,,,,,,,,,,34.88562,-0.03671885,35,0,34.86469,-0.09790897
3099,2021/06/20 22:32:12,45966.9475,8.0004,1,18,3,0,0,0,0,4.072268,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,35.07055,-0.03671885,35,0,34.86777,-0.09790897
3100,2021/06/20 22:32:13,45967.9475,9.0004,1,18,3,0,0,0,0,4.072073,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,35.27115,0.1204801,35,0,35.15936,0.09208441
3101,2021/06/20 22:32:14,45968.9474,10.0003,1,18,3,0,0,0,0,4.07214,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,35.16484,0.02374053,35,0,35.3816,0.07179976
3102,2021/06/20 22:32:15,45969.9483,11.0012,1,18,3,0,0,0,0,4.071737,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,34.95021,-0.1240337,35,0,35.14609,-0.07594585
3103,2021/06/20 22:32:16,45970.9483,12.0012,1,18,3,0,0,0,0,4.071823,0,2.742599,3.157787,20.60205,11.74363,,-0.000253116886597127,,,,,,,,,,,,,,,,,,,,35.11754,0.007060766,35,0,35.02669,-0.05194545
3104,2021/06/20 22:32:17,45971.9476,13.0005,1,18,3,0,0,0,0,4.071619,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,35.29698,0.1013029,35,0,35.22015,0.07508755
3105,2021/06/20 22:32:18,45972.9477,14.0006,1,18,3,0,0,0,0,4.071342,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,35.37275,0.02367735,35,0,35.47763,0.08046269
3106,2021/06/20 22:32:19,45973.9475,15.0004,1,18,3,0,0,0,0,4.071319,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,34.86732,-0.157944,35,0,35.00729,-0.1469791
3107,2021/06/20 22:32:20,45974.9476,16.0005,1,18,3,0,0,0,0,4.071144,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,34.88043,0.004096031,35,0,34.84551,-0.05055666
3108,2021/06/20 22:32:21,45975.9475,17.0004,1,18,3,0,0,0,0,4.070965,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,35.40466,0.1638222,35,0,35.36979,0.1638365
3109,2021/06/20 22:32:22,45976.9485,18.0014,1,18,3,0,0,0,0,4.070776,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,35.21359,-0.05971074,35,0,35.41636,0.01455307
3110,2021/06/20 22:32:23,45977.9483,19.0012,1,18,3,0,0,0,0,4.070715,0,2.742599,3.157787,20.60205,11.74363,,-0.000174785396666266,,,,,,,,,,,,,,,,,,,,34.98319,-0.05971074,35,0,35.221,0.01455307
3111,2021/06/20 22:32:24,45978.9475,20.0004,1,18,3,0,0,0,0,4.07077,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,34.98483,0.015136,35,0,34.92194,-0.04169583
3112,2021/06/20 22:32:25,45979.9477,21.0006,1,18,3,0,0,0,0,4.070666,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,35.25018,0.015136,35,0,35.15237,-0.04169583
3113,2021/06/20 22:32:26,45980.9484,22.0013,1,18,3,0,0,0,0,4.070665,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,35.17255,-0.03764391,35,0,35.43823,0.001679659
3114,2021/06/20 22:32:27,45981.9487,23.0016,1,18,3,0,0,0,0,4.070601,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,34.89389,-0.03764391,35,0,35.0828,0.001679659
3115,2021/06/20 22:32:28,45982.9484,24.0013,1,18,3,0,0,0,0,4.070555,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,34.94535,-0.07099748,35,0,34.88946,-0.1714921
3116,2021/06/20 22:32:29,45983.9486,25.0015,1,18,3,0,0,0,0,4.070491,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,35.30482,0.07894993,35,0,35.36779,0.05492091
3117,2021/06/20 22:32:30,45984.9477,26.0006,1,18,3,0,0,0,0,4.07046,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,35.25303,0.01719952,35,0,35.45578,0.122056
3118,2021/06/20 22:32:31,45985.9485,27.0014,1,18,3,0,0,0,0,4.070666,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,34.82964,-0.09653926,35,0,34.8577,-0.0921309
3119,2021/06/20 22:32:32,45986.9478,28.0007,1,18,3,0,0,0,0,4.070599,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,35.07486,0.04085898,35,0,34.95602,-0.064044
3120,2021/06/20 22:32:33,45987.9486,29.0015,1,18,3,0,0,0,0,4.070409,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,35.37527,0.0938797,35,0,35.3334,0.1179314
3121,2021/06/20 22:32:34,45988.9486,30.0015,1,18,3,0,0,0,0,4.070453,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,35.0284,-0.1083982,35,0,35.23124,-0.03192663
3122,2021/06/20 22:32:35,45989.9485,31.0014,1,18,3,0,0,0,0,4.070429,0,2.742599,3.157787,20.60205,11.74363,,-0.0000588721995882224,,,,,,,,,,,,,,,,,,,,34.87326,-0.04847884,35,0,34.94328,-0.08998752
3123,2021/06/20 22:32:36,45990.9486,32.0015,1,18,3,0,0,0,0,4.070311,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,35.28979,0.1301634,35,0,35.27588,0.1039362
3124,2021/06/20 22:32:37,45991.9478,33.0007,1,18,3,0,0,0,0,4.070287,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,35.32992,0.01254201,35,0,35.48374,0.06495714
3125,2021/06/20 22:32:38,45992.9479,34.0008,1,18,3,0,0,0,0,4.070287,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,35.02282,0.01254201,35,0,35.26062,0.06495714
3126,2021/06/20 22:32:39,45993.9488,35.0017,1,18,3,0,0,0,0,4.070288,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,34.99431,0.05458951,35,0,34.95242,0.004310608
3127,2021/06/20 22:32:40,45994.9479,36.0008,1,18,3,0,0,0,0,4.070255,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,35.26632,0.05458951,35,0,35.19648,0.004310608
3128,2021/06/20 22:32:41,45995.9479,37.0008,1,18,3,0,0,0,0,4.070097,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,35.10191,-0.06257892,35,0,35.35365,0.1508141
3129,2021/06/20 22:32:42,45996.9471,38,1,18,3,0,0,0,0,4.070107,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,34.90591,-0.06257892,35,0,35.08783,-0.02542734
3130,2021/06/20 22:32:43,45997.9487,39.0016,1,18,3,0,0,0,0,4.0701,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,34.98069,-0.03788114,35,0,34.88982,-0.1449478
3131,2021/06/20 22:32:44,45998.9486,40.0015,1,18,3,0,0,0,0,4.070238,0,2.742599,3.157787,20.60205,11.74363,,,,,,,,,,,,,,,,,,,,,,35.3414,0.07811308,35,0,35.34846,0.07594347
3132,2021/06/20 22:32:44,45998.9501,40.003,1,18,3,0,0,0,0,4.070222,0,2.742599,3.157787,20.60205,11.74363,,-0.0000588721995882224,0.0205025393515825,0,0,,,,,,,,,,,,,,,,,35.3414,0.07811308,35,0,35.34846,0.07594347
3133,2021/06/20 22:32:44,45998.9578,0.0014,1,19,3,0,0,0,0,4.070226,0,2.742599,3.157787,20.60205,11.74363,,-0.0000588721995882224,0.0205025393515825,0,0,,,,,,,,,,,,,,,,,35.3410326704608,0.0780412038590347,35,0,35.3479358351823,0.0757304551227672
3134,2021/06/20 22:32:54,46009.0008,10.0013,1,20,3,0,0,0,-1.499923,4.028267,-6.042090323441,2.742619,3.161948,20.60214,11.76041,,-0.000922325416468084,,0.297847986221313,4.44270801544189,,,,,,,,,,,,,,,,,34.86193,-0.01570582,35,0,34.869,-0.07034063
3135,2021/06/20 22:33:04,46019.0009,20.0014,1,20,3,0,0,0,-1.499883,4.022079,-6.032647916757,2.742619,3.16611,20.60214,11.77716,,-0.000616918317973614,,0.691409170627594,1.70022702217102,,,,,,,,,,,,,,,,,35.19891,0.01283169,35,0,35.42265,0.0914681
3136,2021/06/20 22:33:14,46029.0009,30.0014,1,20,3,0,0,0,-1.499969,4.017865,-6.026672946185,2.742619,3.17027,20.60214,11.79389,,-0.000419747608248144,,,,,,,,,,,,,,,,,,,,35.25392,0.02080321,35,0,35.14912,-0.03821969
3137,2021/06/20 22:33:24,46039.001,40.0015,1,20,3,0,0,0,-1.499927,4.014605,-6.021614433835,2.742619,3.17443,20.60214,11.8106,,-0.000305453402688727,,0.968116283416748,,,,,,,,,,,,,,,,,,34.85372,-0.02931356,35,0,34.87477,-0.08176208
3138,2021/06/20 22:33:34,46049.0003,50.0008,1,20,3,0,0,0,-1.499941,4.012168,-6.018015282088,2.742619,3.178591,20.60214,11.82729,,-0.000357469893060625,,1.43012404441833,0.834433674812317,,,,,,,,,,,,,,,,,35.15266,-0.03237128,35,0,35.3904,0.08122563
3139,2021/06/20 22:33:44,46059.0007,60.0012,1,20,3,0,0,0,-1.499917,4.010032,-6.014715167344,2.742619,3.182752,20.60214,11.84398,,-0.000264106900431216,,,,,,,,,,,,,,,,,,,,35.32779,0.07625222,35,0,35.48161,0.08281708
3140,2021/06/20 22:33:54,46068.9998,70.0003,1,20,3,0,0,0,-1.499898,4.008204,-6.011897163192,2.742619,3.186913,20.60214,11.86066,,-0.000190506994840689,,,,,,,,,,,,,,,,,,,,35.40733,0.0672543,35,0,35.48426,0.1087546
3141,2021/06/20 22:34:04,46079,80.0005,1,20,3,0,0,0,-1.49991,4.006344,-6.00915542904,2.742619,3.191075,20.60214,11.87734,,-0.000189406506251544,,2.20539498329163,,,,,,,,,,,,,,,,,,35.36379,0.1551461,35,0,35.43374,0.1616836
3142,2021/06/20 22:34:14,46089.0001,90.0006,1,20,3,0,0,0,-1.499933,4.005022,-6.007264663526,2.742619,3.195236,20.60214,11.89401,,-0.000164113196660765,,,,,,,,,,,,,,,,,,,,35.38783,0.09370327,35,0,35.49971,0.07403374
3143,2021/06/20 22:34:24,46099.0001,100.0006,1,20,3,0,0,0,-1.499923,4.003233,-6.004541251059,2.742619,3.199397,20.60214,11.91067,,-0.000149540399434045,,,,,,,,,,,,,,,,,,,,35.24319,-0.03483772,35,0,35.48088,0.02195001
3144,2021/06/20 22:34:34,46109.0012,110.0017,1,20,3,0,0,0,-1.499933,4.002075,-6.002844360975,2.742619,3.203558,20.60214,11.92733,,-0.000163101896760054,,2.57882809638977,0.421515911817551,,,,,,,,,,,,,,,,,35.08845,-0.06230354,35,0,35.29826,0.007609129
3145,2021/06/20 22:34:44,46119.0004,120.0009,1,20,3,0,0,0,-1.499906,4.000284,-6.000049973304,2.742619,3.207719,20.60214,11.94397,,-0.000116264200187288,,,,,,,,,,,,,,,,,,,,34.90358,-0.0751102,35,0,35.00857,-0.01394153
3146,2021/06/20 22:34:54,46128.9998,130.0003,1,20,3,0,0,0,-1.499961,3.999036,-5.998398037596,2.742619,3.211879,20.60214,11.96062,,-0.000149588900967501,,,,,,,,,,,,,,,,,,,,35.10982,0.05638361,35,0,35.06793,-0.0179255
3147,2021/06/20 22:35:04,46139,140.0005,1,20,3,0,0,0,-1.499918,3.997394,-5.995763213692,2.742619,3.216041,20.60214,11.97725,,-0.000133568493765779,,,,,,,,,,,,,,,,,,,,35.30035,0.09384036,35,0,35.23751,0.01736403
3148,2021/06/20 22:35:14,46149.0007,150.0012,1,20,3,0,0,0,-1.499914,3.995846,-5.993425357244,2.742619,3.220202,20.60214,11.99389,,-0.000135716400109231,,2.83064103126526,,,,,,,,,,,,,,,,,,35.44141,0.06723881,35,0,35.47642,0.02134442
3149,2021/06/20 22:35:24,46159.0008,160.0013,1,20,3,0,0,0,-1.499907,3.994681,-5.991649994667,2.742619,3.224364,20.60214,12.01051,,-0.000155812798766419,,,,,,,,,,,,,,,,,,,,35.19567,-0.07555604,35,0,35.41242,-0.007841587
3150,2021/06/20 22:35:34,46169.001,170.0015,1,20,3,0,0,0,-1.499974,3.992923,-5.989280684002,2.742619,3.228524,20.60214,12.02713,,-0.000143644501804374,,,,,,,,,,,,,,,,,,,,34.91863,-0.1386225,35,0,35.10054,-0.06432295
3151,2021/06/20 22:35:44,46179.0003,180.0008,1,20,3,0,0,0,-1.499912,3.991884,-5.987474714208,2.742619,3.232685,20.60214,12.04374,,-0.00024828378809616,,2.89721202850342,0.345297008752823,,,,,,,,,,,,,,,,,34.92385,-0.1090848,35,0,34.90992,-0.1221406
3152,2021/06/20 22:35:54,46189.0005,190.001,1,20,3,0,0,0,-1.49991,3.990058,-5.98472789478,2.742619,3.236846,20.60214,12.06035,,-0.000180732400622219,,,,,,,,,,,,,,,,,,,,35.3063,0.07367134,35,0,35.25744,0.08897781
3153,2021/06/20 22:36:04,46199.0012,200.0017,1,20,3,0,0,0,-1.499926,3.988757,-5.982840331982,2.742619,3.241008,20.60214,12.07695,,-0.00012186259846203,,,,,,,,,,,,,,,,,,,,35.13795,0.002007484,35,0,35.39666,0.1156127
3154,2021/06/20 22:36:14,46208.9998,210.0003,1,20,3,0,0,0,-1.499918,3.98706,-5.98026306108,2.742619,3.245169,20.60214,12.09354,,-0.000149866100400686,,2.76837611198425,,,,,,,,,,,,,,,,,,35.20555,-0.08836031,35,0,35.05178,-0.1211107
3155,2021/06/20 22:36:24,46218.9999,220.0004,1,20,3,0,0,0,-1.499923,3.985637,-5.978148605951,2.742619,3.24933,20.60214,12.11013,,-0.000109243701444939,,,,,,,,,,,,,,,,,,,,35.33531,-0.007170439,35,0,35.53802,0.06052732
3156,2021/06/20 22:36:34,46229.0008,230.0013,1,20,3,0,0,0,-1.49995,3.983893,-5.97564030535,2.742619,3.253492,20.60214,12.12671,,-0.000157790098455735,,,,,,,,,,,,,,,,,,,,35.10641,-0.03153324,35,0,35.04354,0.01690507
3157,2021/06/20 22:36:44,46239.0002,240.0007,1,20,3,0,0,0,-1.499913,3.982611,-5.973570012843,2.742619,3.257652,20.60214,12.14329,,-0.000202505005290732,,,,,,,,,,,,,,,,,,,,35.24496,0.08620501,35,0,35.40454,0.1102376
3158,2021/06/20 22:36:54,46249.0001,250.0006,1,20,3,0,0,0,-1.499942,3.980729,-5.970862617718,2.742619,3.261814,20.60214,12.15986,,-0.000127228398923762,,2.64341902732849,0.366843193769455,,,,,,,,,,,,,,,,,35.01964,0.04344821,35,0,35.04853,-0.1268172
3159,2021/06/20 22:37:04,46259.001,260.0015,1,20,3,0,0,0,-1.499916,3.979502,-5.968918721832,2.742619,3.265976,20.60214,12.17642,,-0.000149520798004232,,,,,,,,,,,,,,,,,,,,35.2086,0.03136754,35,0,35.43715,-0.001224279
3160,2021/06/20 22:37:14,46269.0003,270.0008,1,20,3,0,0,0,-1.499868,3.977666,-5.965973948088,2.742619,3.270136,20.60214,12.19297,,-0.000163436401635408,,,,,,,,,,,,,,,,,,,,35.31057,-0.0225234,35,0,34.89288,-0.1077497
3161,2021/06/20 22:37:21,46276.3201,277.3206,1,20,3,0,0,0,-1.499917,3.976658,-5.964656937386,2.742619,3.273182,20.60214,12.20509,,-0.000171265797689557,0.0205025393515825,2.75696206092834,0.366843193769455,,,,,,,,,,,,,,,,,34.94986,-0.1322687,35,0,35.04084,-0.1169598
3162,2021/06/20 22:38:21,46336.3584,60,1,21,3,0,0,0,0,4.032454,0,2.742619,3.273184,20.60214,12.2051,,0.000159674294991419,,,,,,,,,,,,,,,,,,,,35.24926,0.0585413,35,0,35.22836,-0.04195571
3163,2021/06/20 22:39:21,46396.3591,120.0007,1,21,3,0,0,0,0,4.034995,0,2.742619,3.273184,20.60214,12.2051,,0.0000204673197004013,,,,,,,,,,,,,,,,,,,,35.13618,0.02147198,35,0,35.03835,-0.1008785
3164,2021/06/20 22:40:21,46456.3598,180.0014,1,21,3,0,0,0,0,4.035839,0,2.742619,3.273184,20.60214,12.2051,,0.00000237071208175621,,0,,,,,,,,,,,,,,,,,,34.72237,-0.133456,35,0,34.98829,-0.07222414
3165,2021/06/20 22:41:21,46516.3588,240.0004,1,21,3,0,0,0,0,4.036276,0,2.742619,3.273184,20.60214,12.2051,,-0.00000165963604104036,,,,,,,,,,,,,,,,,,,,34.90752,-0.03060102,35,0,35.52798,0.01899362
3166,2021/06/20 22:42:21,46576.3595,300.0011,1,21,3,0,0,0,0,4.036794,0,2.742619,3.273184,20.60214,12.2051,,0.0000416458606196102,,0,,,,,,,,,,,,,,,,,,35.12469,-0.08022189,35,0,35.18069,-0.1326191
3167,2021/06/20 22:43:21,46636.3586,360.0002,1,21,3,0,0,0,0,4.036771,0,2.742619,3.273184,20.60214,12.2051,,0.0000016595120087004,,,,,,,,,,,,,,,,,,,,34.96653,-0.1056099,35,0,35.06451,-0.1317489
3168,2021/06/20 22:44:21,46696.3585,420.0001,1,21,3,0,0,0,0,4.036906,0,2.742619,3.273184,20.60214,12.2051,,0.0000278142797469627,,0,,,,,,,,,,,,,,,,,,34.84653,0.1269996,35,0,35.32912,0.148803
3169,2021/06/20 22:45:21,46756.3593,480.0009,1,21,3,0,0,0,0,4.037004,0,2.742619,3.273184,20.60214,12.2051,,-0.0000129597901832312,,,,,,,,,,,,,,,,,,,,34.79522,0.07650018,35,0,35.20095,0.1376438
3170,2021/06/20 22:46:21,46816.3591,540.0007,1,21,3,0,0,0,0,4.037374,0,2.742619,3.273184,20.60214,12.2051,,-0.0000262365392700303,,0,,,,,,,,,,,,,,,,,,35.07411,0.07635951,35,0,35.50057,0.06976724
3171,2021/06/20 22:47:21,46876.359,600.0006,1,21,3,0,0,0,0,4.037233,0,2.742619,3.273184,20.60214,12.2051,,-0.00000513662780576851,,,,,,,,,,,,,,,,,,,,34.92904,-0.08757949,35,0,35.055,-0.1093495
3172,2021/06/20 22:48:21,46936.3587,660.0003,1,21,3,0,0,0,0,4.037437,0,2.742619,3.273184,20.60214,12.2051,,0.0000242619007622125,,0,,,,,,,,,,,,,,,,,,34.82985,-0.1145351,35,0,35.02578,-0.1319098
3173,2021/06/20 22:49:21,46996.3585,720.0001,1,21,3,0,0,0,0,4.037557,0,2.742619,3.273184,20.60214,12.2051,,0.0000245782193815103,,,,,,,,,,,,,,,,,,,,35.11716,0.106982,35,0,35.47371,0.04791856
3174,2021/06/20 22:50:21,47056.3584,780,1,21,3,0,0,0,0,4.037543,0,2.742619,3.273184,20.60214,12.2051,,0.0000081395128290751,,0,,,,,,,,,,,,,,,,,,34.61433,-0.08210659,35,0,34.85233,0.003137589
3175,2021/06/20 22:51:21,47116.3585,840.0001,1,21,3,0,0,0,0,4.037781,0,2.742619,3.273184,20.60214,12.2051,,-0.0000290017105726292,,,,,,,,,,,,,,,,,,,,34.86895,0.1271844,35,0,35.33753,0.1336896
3176,2021/06/20 22:52:21,47176.359,900.0006,1,21,3,0,0,0,0,4.037718,0,2.742619,3.273184,20.60214,12.2051,,-0.00000758627902541775,,0,,,,,,,,,,,,,,,,,,34.89964,-0.05787373,35,0,35.08854,-0.1102757
3177,2021/06/20 22:53:21,47236.3597,960.0013,1,21,3,0,0,0,0,4.037685,0,2.742619,3.273184,20.60214,12.2051,,0.0000303431006614119,,,,,,,,,,,,,,,,,,,,35.03934,0.0955534,35,0,35.40993,0.02992511
3178,2021/06/20 22:54:21,47296.3596,1020.0012,1,21,3,0,0,0,0,4.037874,0,2.742619,3.273184,20.60214,12.2051,,0.00000189656998372811,,0,,,,,,,,,,,,,,,,,,34.55349,-0.07594466,35,0,34.87548,-0.008171797
3179,2021/06/20 22:55:21,47356.3585,1080.0001,1,21,3,0,0,0,0,4.037837,0,2.742619,3.273184,20.60214,12.2051,,0.00000244973603003018,,,,,,,,,,,,,,,,,,,,34.64538,0.02801657,35,0,35.45829,0.1022673
3180,2021/06/20 22:56:21,47416.3594,1140.001,1,21,3,0,0,0,0,4.038056,0,2.742619,3.273184,20.60214,12.2051,,-0.0000176225894392701,,0,,,,,,,,,,,,,,,,,,34.6375,0.02125382,35,0,34.85449,-0.03778577
3181,2021/06/20 22:57:21,47476.3585,1200.0001,1,21,3,0,0,0,0,4.037957,0,2.742619,3.273184,20.60214,12.2051,,-0.0000147776800076826,,,,,,,,,,,,,,,,,,,,34.88959,0.08758664,35,0,35.00857,0.05038977
3182,2021/06/20 22:58:21,47536.359,1260.0006,1,21,3,0,0,0,0,4.037756,0,2.742619,3.273184,20.60214,12.2051,,0.0000254473306995351,,0,,,,,,,,,,,,,,,,,,35.01422,0.05465031,35,0,35.23804,0.08522153
3183,2021/06/20 22:59:21,47596.3589,1320.0005,1,21,3,0,0,0,0,4.037906,0,2.742619,3.273184,20.60214,12.2051,,0.0000253666203207104,,,,,,,,,,,,,,,,,,,,34.89389,-0.04101872,35,0,35.46028,-0.008224249
3184,2021/06/20 23:00:21,47656.3587,1380.0003,1,21,3,0,0,0,0,4.038018,0,2.742619,3.273184,20.60214,12.2051,,0.00000948292745306389,,0,,,,,,,,,,,,,,,,,,35.01478,0.017097,35,0,35.32946,0.0695169
3185,2021/06/20 23:01:21,47716.3586,1440.0002,1,21,3,0,0,0,0,4.038145,0,2.742619,3.273184,20.60214,12.2051,,-0.0000184917098522419,,,,,,,,,,,,,,,,,,,,34.80886,-0.06490469,35,0,35.30545,-0.02553225
3186,2021/06/20 23:02:21,47776.3584,1500,1,21,3,0,0,0,0,4.038035,0,2.742619,3.273184,20.60214,12.2051,,0.00000379313996745623,,0,,,,,,,,,,,,,,,,,,34.5106,-0.03820062,35,0,34.90257,-0.06876588
